pageid,title,protection_status,number_of_views,number_of_edits
542603,Cork Institute of Technology,autoconfirmed;autoconfirmed,,
54306,Samuel L. Jackson,autoconfirmed;sysop,,
54317,Fairy,autoconfirmed;autoconfirmed,,
5431948,Wilderness hut,autoconfirmed;autoconfirmed,,
543240,List of Billboard Hot 100 number-one singles of 1992,autoconfirmed;autoconfirmed,,
543323,Mayberry R.F.D.,autoconfirmed;autoconfirmed,,
543466,Siberian tiger,autoconfirmed;autoconfirmed,,
5447558,Marc Koska,autoconfirmed,,
5451397,List of The League of Gentlemen characters,autoconfirmed;autoconfirmed,,
54533,Lyndon B. Johnson,autoconfirmed;sysop,,
54539,Eddie Murphy,autoconfirmed;sysop,,
54540,Coming to America,autoconfirmed,,
545476,First Battle of Ypres,autoconfirmed;sysop,,
5455075,Rolls-Royce Motor Cars,autoconfirmed,,
546077,Amenhotep II,autoconfirmed;autoconfirmed,,
5462479,List of roller derby leagues,autoconfirmed;autoconfirmed,,
547303,GunBound,autoconfirmed;autoconfirmed,,
547384,Steven Gerrard,autoconfirmed;autoconfirmed,,
547826,Homosexual behavior in animals,autoconfirmed;autoconfirmed,,
548669,Demolition Man (film),autoconfirmed,,
5488304,Homosexuality,autoconfirmed;sysop,,
5489,Chile,autoconfirmed;sysop,,
549418,Thutmose IV,autoconfirmed;autoconfirmed,,
54956,Montesquieu,autoconfirmed;autoconfirmed,,
549584,Vassula Ryden,autoconfirmed,,
5497767,Laz people,autoconfirmed;autoconfirmed,,
550028,St. Bernard (dog),autoconfirmed;autoconfirmed,,
55013,Bauhaus (band),autoconfirmed;autoconfirmed,,
5502549,Marco Rubio,autoconfirmed;sysop,,
5503714,AN/TPS-43,autoconfirmed;sysop,,
550374,Tony Penikett,autoconfirmed;autoconfirmed,,
55066,Nanking Massacre,autoconfirmed;sysop,,
5506948,List of video games notable for speedrunning,autoconfirmed,,
5507671,The Game discography,autoconfirmed;autoconfirmed,,
5507687,Talento de Barrio,autoconfirmed,,
55092,Scythians,autoconfirmed;autoconfirmed,,
5512964,Bitch,autoconfirmed;sysop,,
5513152,Jing ping,autoconfirmed,,
5514016,Anthony Fisher,autoconfirmed,,
551604,Pee-wee Herman,autoconfirmed;autoconfirmed,,
551753,Rapid Fire (1992 film),autoconfirmed,,
551920,Spider monkey,autoconfirmed;autoconfirmed,,
551974,Michael Bolton,autoconfirmed;autoconfirmed,,
5520,Cocos (Keeling) Islands,autoconfirmed;sysop,,
5520895,Greg Glienna,autoconfirmed;sysop,,
55212,Newton's laws of motion,autoconfirmed;autoconfirmed,,
5523995,Pish,autoconfirmed;autoconfirmed,,
554074,Shahid Afridi,autoconfirmed;autoconfirmed,,
55490,Roald Dahl,autoconfirmed;autoconfirmed,,
5551,Costa Rica,autoconfirmed;sysop,,
555154,GameMaker: Studio,autoconfirmed;autoconfirmed,,
55523,R. Kelly,autoconfirmed,,
55526,Donkey,autoconfirmed;sysop,,
55530,Personal protective equipment,autoconfirmed;autoconfirmed,,
555560,Piers Morgan,autoconfirmed;autoconfirmed,,
555777,Snitch,autoconfirmed;autoconfirmed,,
55584,Gout,autoconfirmed;autoconfirmed,,
555861,Poo,autoconfirmed;autoconfirmed,,
555888,Panphobia,autoconfirmed;autoconfirmed,,
5563949,Escape the Fate,autoconfirmed;autoconfirmed,,
556739,Tony Abbott,autoconfirmed;sysop,,
556745,Anthony Albanese,autoconfirmed;autoconfirmed,,
5570621,Akon,autoconfirmed;autoconfirmed,,
5571891,Mongolian cuisine,extendedconfirmed;extendedconfirmed,,
55720,Mulan (1998 film),autoconfirmed;autoconfirmed,,
5572300,Adebayo Akinfenwa,autoconfirmed,,
5573,Croatia,autoconfirmed;sysop,,
5575722,Fuck,autoconfirmed;sysop,,
5576114,Evan Peters,autoconfirmed;autoconfirmed,,
5577543,ToddWorld,autoconfirmed,,
5584241,List of current state leaders by date of assumption of office,autoconfirmed;autoconfirmed,,
559267,Ross Cameron,autoconfirmed;autoconfirmed,,
559335,Rohan Gavaskar,autoconfirmed;autoconfirmed,,
5600374,Gabrielle Giffords,autoconfirmed;sysop,,
5604422,Pāṇini,autoconfirmed;autoconfirmed,,
5608488,Stephen Curry,autoconfirmed;autoconfirmed,,
5609464,Gotye,autoconfirmed;autoconfirmed,,
5615349,Nudity in music videos,autoconfirmed;autoconfirmed,,
5616697,Jonathan Toews,autoconfirmed;autoconfirmed,,
5618629,So Fresh: The Hits of Summer 2002,autoconfirmed;autoconfirmed,,
562167,Jason Mewes,autoconfirmed;autoconfirmed,,
5622325,Roger De Haan,autoconfirmed;autoconfirmed,,
562456,The Outsiders (novel),autoconfirmed,,
5628288,Ahmad Batebi,autoconfirmed;autoconfirmed,,
56312,Interstate 25,autoconfirmed,,
5635,Christopher Columbus,autoconfirmed;sysop,,
5638547,Out of Reach (film),autoconfirmed,,
5639297,Meden Vale,autoconfirmed;autoconfirmed,,
5641391,Tinker Bell (film),autoconfirmed;autoconfirmed,,
56435,Obesity,autoconfirmed;sysop,,
5644970,Albert Pyun,autoconfirmed;autoconfirmed,,
5647109,Blessed Cardinal Newman Catholic High School,autoconfirmed,,
56483,Tourette syndrome,autoconfirmed;sysop,,
5655,Courtney Love,autoconfirmed;sysop,,
565612,Flag of the United Nations,autoconfirmed;autoconfirmed,,
5658,Cannibalism,autoconfirmed,,
5659,Chemical element,autoconfirmed;sysop,,
56615,Bangkok,autoconfirmed;sysop,,
5665471,Virtual Global Taskforce,autoconfirmed;autoconfirmed,,
5665485,Most common words in English,autoconfirmed;autoconfirmed,,
5667,Chlorine,autoconfirmed;sysop,,
566703,Richard Codey,autoconfirmed,,
5668,Calcium,autoconfirmed;sysop,,
56705,Geography of the Maldives,autoconfirmed;autoconfirmed,,
5670545,List of European Union member states by political system,autoconfirmed;autoconfirmed,,
5675329,Sally Falk Moore,autoconfirmed;autoconfirmed,,
5679119,Donald Trump Jr.,autoconfirmed;sysop,,
5680082,Perez Hilton,autoconfirmed;autoconfirmed,,
568403,List of Billboard Hot 100 number-one singles of 1991,autoconfirmed;autoconfirmed,,
568801,Michael Bay,autoconfirmed;autoconfirmed,,
568963,Basement,autoconfirmed;autoconfirmed,,
5705289,Robert H. Foglesong,autoconfirmed;autoconfirmed,,
5705758,List of languages by first written accounts,autoconfirmed;autoconfirmed,,
57079,Lettuce,autoconfirmed;autoconfirmed,,
5708792,Dhanush,autoconfirmed;autoconfirmed,,
5710507,Pornography,autoconfirmed;sysop,,
572511,Boyfriend,autoconfirmed,,
5730659,Joanna Pacitti,autoconfirmed;autoconfirmed,,
57317,Prince (musician),autoconfirmed;sysop,,
57330,Circulatory system,autoconfirmed,,
57331,Microwave auditory effect,autoconfirmed;sysop,,
5733711,Haim Saban,autoconfirmed;autoconfirmed,,
5733924,Big Beautiful Woman,autoconfirmed;sysop,,
5734201,Christian Nadé,autoconfirmed;autoconfirmed,,
5735559,Tai Chi Master (film),autoconfirmed,,
574076,S.L. Benfica,autoconfirmed;autoconfirmed,,
5741239,Chicken as food,autoconfirmed;autoconfirmed,,
574307,U.C. Sampdoria,autoconfirmed;autoconfirmed,,
5743362,Siswa Bazar,autoconfirmed,,
57445,Thurgood Marshall,autoconfirmed,,
5745279,Samir Nasri,autoconfirmed,,
57570,Sachin Tendulkar,autoconfirmed;autoconfirmed,,
57572,Cake,autoconfirmed;autoconfirmed,,
5760,History of China,autoconfirmed;sysop,,
576162,Pop-Tarts,autoconfirmed;autoconfirmed,,
57630,Monsoon,autoconfirmed;autoconfirmed,,
5763475,City of Cardiff Council,autoconfirmed;autoconfirmed,,
577576,Caillou,autoconfirmed,,
577843,Ghaznavids,autoconfirmed;autoconfirmed,,
5785,Crime,autoconfirmed;sysop,,
57872,San Juan; Puerto Rico,autoconfirmed;autoconfirmed,,
578821,Our Lady of the Angels School fire,autoconfirmed,,
5792809,Angelina Jolie,autoconfirmed;sysop,,
5792902,Colin Angus (explorer),autoconfirmed;autoconfirmed,,
5801388,Mansar; Pakistan,autoconfirmed;autoconfirmed,,
580203,Mudkip,autoconfirmed;sysop,,
5803461,Hempfield Area High School,autoconfirmed;autoconfirmed,,
5806040,Hrithik Roshan,autoconfirmed;autoconfirmed,,
580715,Mammary intercourse,autoconfirmed;autoconfirmed,,
581060,Chia Pet,autoconfirmed;autoconfirmed,,
581248,List of metropolitan areas in India,autoconfirmed;autoconfirmed,,
5813,C. S. Lewis,autoconfirmed;sysop,,
581583,Mahinda Rajapaksa,autoconfirmed;autoconfirmed,,
5820,Confucianism,autoconfirmed,,
5820786,John Zamberlin,autoconfirmed;autoconfirmed,,
5823,Confucius,autoconfirmed,,
582458,Khwarazmian dynasty,autoconfirmed;sysop,,
58288,Louse,autoconfirmed;autoconfirmed,,
582945,G. K. Vasan,autoconfirmed;autoconfirmed,,
58296,California Gold Rush,autoconfirmed;autoconfirmed,,
582973,Joe Paterno,autoconfirmed;sysop,,
583360,CKY (band),autoconfirmed;autoconfirmed,,
5837458,Let Me Be There,autoconfirmed;autoconfirmed,,
58410,Wright brothers,autoconfirmed;sysop,,
5843419,France,autoconfirmed;sysop,,
5847566,The Bold and the Beautiful cast members,autoconfirmed;autoconfirmed,,
584985,List of Harvard University people,autoconfirmed;autoconfirmed,,
585629,Kiev,autoconfirmed;autoconfirmed,,
58568,Suez Crisis,autoconfirmed;autoconfirmed,,
5857278,Coyote Springs; Nevada,autoconfirmed;autoconfirmed,,
5862536,The Young and the Restless cast members,autoconfirmed;autoconfirmed,,
5865443,Jay Diamond,autoconfirmed;autoconfirmed,,
58688,Farmer,autoconfirmed;autoconfirmed,,
5876413,Sasanian Empire,autoconfirmed;autoconfirmed,,
5880888,Ringwood Secondary College,autoconfirmed;autoconfirmed,,
5884,Charles Dickens,autoconfirmed;sysop,,
5890718,Matty B,autoconfirmed,,
5900963,Sudhan,autoconfirmed,,
5901324,Alexis Sánchez,autoconfirmed;autoconfirmed,,
5902,Capital punishment,autoconfirmed;sysop,,
5902254,List of The Incredibles characters,autoconfirmed;autoconfirmed,,
5904762,Jason Goldberg,autoconfirmed;autoconfirmed,,
5910,Cyanide,autoconfirmed;autoconfirmed,,
591031,Men who have sex with men,autoconfirmed;sysop,,
59122,Sea of Japan,autoconfirmed;sysop,,
591253,Kirchhoff's circuit laws,autoconfirmed,,
591289,List of Billboard Hot 100 number-one singles of 1990,autoconfirmed;autoconfirmed,,
5913521,You're Not Alone (Olive song),autoconfirmed;autoconfirmed,,
5921,Color,autoconfirmed;autoconfirmed,,
59236,Set (deity),autoconfirmed;autoconfirmed,,
5928,Clown,autoconfirmed;sysop,,
593798,Greenwich; New South Wales,autoconfirmed,,
594,Apollo,autoconfirmed;sysop,,
594388,Girls Aloud,autoconfirmed,,
5946703,Perla,autoconfirmed;autoconfirmed,,
59493,Fireworks,autoconfirmed,,
5955643,Jay Craven,autoconfirmed;autoconfirmed,,
595801,Akshay Kumar,autoconfirmed,,
59610,Atlantic Records,autoconfirmed;sysop,,
5962511,Kim Jong-un,autoconfirmed,,
59627,Columbine High School massacre,autoconfirmed;autoconfirmed,,
596943,Supercalifragilisticexpialidocious,autoconfirmed;sysop,,
597318,Michael Clifford,autoconfirmed;autoconfirmed,,
59749,Dust Bowl,autoconfirmed;sysop,,
5974951,Mercedes College; Perth,autoconfirmed;autoconfirmed,,
5975235,Madagascar (1994 film),autoconfirmed;autoconfirmed,,
597727,List of Internet phenomena,autoconfirmed;sysop,,
5985,Canadian Radio-television and Telecommunications Commission,autoconfirmed;autoconfirmed,,
5985739,Carrot,autoconfirmed;sysop,,
5987,Coal,autoconfirmed;sysop,,
59892,List of highest-grossing films,autoconfirmed;autoconfirmed,,
599194,List of new-age music artists,autoconfirmed;autoconfirmed,,
599451,Lepontic language,autoconfirmed;autoconfirmed,,
5995,Cell,autoconfirmed;autoconfirmed,,
5997082,Kitty Play Records,autoconfirmed;autoconfirmed,,
60098,Attack on Pearl Harbor,autoconfirmed;sysop,,
601249,John Sterling (sportscaster),autoconfirmed;autoconfirmed,,
6014851,Reliability of Wikipedia,autoconfirmed;sysop,,
6015,Crystal,autoconfirmed;autoconfirmed,,
6017509,Scalping (trading),autoconfirmed;autoconfirmed,,
6018749,Phineas and Ferb,autoconfirmed;autoconfirmed,,
6019930,Optimus Prime,autoconfirmed;autoconfirmed,,
6020523,Spencer Smith (musician),autoconfirmed,,
602147,Hurrian language,autoconfirmed;autoconfirmed,,
6021572,Kobe Bryant sexual assault case,autoconfirmed,,
602381,Femina Miss India,autoconfirmed;autoconfirmed,,
6026144,Genghis Tron,autoconfirmed;autoconfirmed,,
602643,New World Order (conspiracy theory),autoconfirmed;sysop,,
6027555,Beast (Disney),autoconfirmed;autoconfirmed,,
60290,Fisting,autoconfirmed;autoconfirmed,,
6037917,Islam,autoconfirmed;sysop,,
6044701,Maithil,autoconfirmed;autoconfirmed,,
604634,Gallery of country coats of arms,autoconfirmed;autoconfirmed,,
6048021,Sarah Natochenny,autoconfirmed;sysop,,
6050919,Shining (Norwegian band),autoconfirmed,,
605533,.tk,autoconfirmed,,
6060518,Religion in the Netherlands,autoconfirmed;autoconfirmed,,
6063052,Advocates for Children in Therapy,autoconfirmed;autoconfirmed,,
60633,Dmitri Mendeleev,autoconfirmed,,
606490,Manmohan Singh,autoconfirmed;autoconfirmed,,
6065473,List of The Brady Bunch characters,autoconfirmed;autoconfirmed,,
6067004,Brigitte Gabriel,autoconfirmed,,
606719,Tits group,autoconfirmed;autoconfirmed,,
606848,Catholic Church,autoconfirmed;sysop,,
6068505,Jat Sikh,autoconfirmed;autoconfirmed,,
606863,Boner,autoconfirmed;autoconfirmed,,
60703,Fennec fox,autoconfirmed;autoconfirmed,,
607618,Dustin Diamond,autoconfirmed;autoconfirmed,,
60800,Remembrance Day,autoconfirmed;sysop,,
6082253,Fuel Freedom International,autoconfirmed;autoconfirmed,,
60827,Cleopatra,autoconfirmed;sysop,,
60832,Hatshepsut,autoconfirmed;sysop,,
60857,People for the Ethical Treatment of Animals,autoconfirmed;sysop,,
6088510,Masturbate-a-thon,autoconfirmed;sysop,,
609052,Janna Levin,autoconfirmed;autoconfirmed,,
609420,Tecoma; Victoria,autoconfirmed;autoconfirmed,,
609748,Brock (Pokémon),autoconfirmed;autoconfirmed,,
609853,Billy Murray (actor),autoconfirmed;autoconfirmed,,
6103876,List of Palestinian rocket attacks on Israel; 2002–06,extendedconfirmed;extendedconfirmed,,
61040,Jim Rome,autoconfirmed;autoconfirmed,,
6110688,Splitting of the moon,autoconfirmed;autoconfirmed,,
61117,Taboo,autoconfirmed;autoconfirmed,,
6112,CN Tower,autoconfirmed;sysop,,
61131,James Baskett,autoconfirmed;autoconfirmed,,
61162,Taurine,autoconfirmed;autoconfirmed,,
612233,Indo-Pakistani War of 1965,autoconfirmed;autoconfirmed,,
61230,Candy,autoconfirmed;sysop,,
6125260,Trevor Halverson,autoconfirmed;autoconfirmed,,
612781,Jew Watch,autoconfirmed;autoconfirmed,,
612916,Christian mysticism,autoconfirmed;autoconfirmed,,
612946,Palme d'Or,autoconfirmed;autoconfirmed,,
61404,Sylvester Stallone,autoconfirmed;autoconfirmed,,
614427,Bob Uecker,autoconfirmed;autoconfirmed,,
6147045,Iona Preparatory School,autoconfirmed;autoconfirmed,,
61489,Les Misérables,autoconfirmed;autoconfirmed,,
615283,Edward Smith (sea captain),autoconfirmed;autoconfirmed,,
6153700,Arij Fatyma,autoconfirmed;autoconfirmed,,
6158979,Crocodile Hunter (film),autoconfirmed,,
615907,Mallika Sherawat,autoconfirmed;autoconfirmed,,
6159867,Jaerock Lee,autoconfirmed;autoconfirmed,,
6160149,Benjamin H. Freedman,autoconfirmed;autoconfirmed,,
6161870,Kouroukan Fouga,autoconfirmed;autoconfirmed,,
61641,Charles Laughton,autoconfirmed;autoconfirmed,,
617004,Laser hair removal,autoconfirmed;autoconfirmed,,
617130,Joe Buck,autoconfirmed;autoconfirmed,,
6172029,DeCavalcante crime family,autoconfirmed;autoconfirmed,,
617844,Army Reserve (Ireland),autoconfirmed;autoconfirmed,,
6181197,Wahiduddin Khan,autoconfirmed;autoconfirmed,,
6183684,Century break,autoconfirmed;autoconfirmed,,
618376,Eli Manning,autoconfirmed,,
619655,Richard Goldstone,autoconfirmed;autoconfirmed,,
619728,Tangled,autoconfirmed;autoconfirmed,,
6197978,Olympiacos B.C.,autoconfirmed;autoconfirmed,,
619925,Lollipop,autoconfirmed;autoconfirmed,,
619949,John Higgins (snooker player),autoconfirmed,,
620,Animal Farm,autoconfirmed;sysop,,
6202661,Regulate (song),autoconfirmed;autoconfirmed,,
62028,CNN,autoconfirmed;sysop,,
6204328,Nayakas of Keladi,autoconfirmed;autoconfirmed,,
620458,George Lopez,autoconfirmed;sysop,,
6207,Electric current,autoconfirmed;autoconfirmed,,
6207376,Big Bang (South Korean band),autoconfirmed;autoconfirmed,,
62087,Boys Town (organization),autoconfirmed;autoconfirmed,,
621063,America's Next Top Model,autoconfirmed;sysop,,
62120,Of Mice and Men,autoconfirmed;autoconfirmed,,
621360,Tommy Boyd,autoconfirmed;autoconfirmed,,
6214427,Charlotte's Web 2: Wilbur's Great Adventure,autoconfirmed;sysop,,
621513,Boyzone,autoconfirmed;autoconfirmed,,
6219782,Malhoo,autoconfirmed;autoconfirmed,,
6220455,Kevin Love,autoconfirmed,,
6224419,Ca de Bou,autoconfirmed;autoconfirmed,,
6224456,Ploughshares Fund,autoconfirmed;autoconfirmed,,
6237,Christmas,autoconfirmed;sysop,,
623737,Cristiano Ronaldo,autoconfirmed;sysop,,
624,Alaska,autoconfirmed;sysop,,
6246,Covalent bond,autoconfirmed;autoconfirmed,,
625404,Stroke,autoconfirmed;autoconfirmed,,
6255993,List of TV5 Network; Inc. TV and radio stations,autoconfirmed;autoconfirmed,,
6260914,Joe Arpaio,autoconfirmed,,
6264340,Mimi Lockhart,autoconfirmed;autoconfirmed,,
62676,WWE,autoconfirmed;sysop,,
62682,A. P. J. Abdul Kalam,autoconfirmed;autoconfirmed,,
62696,Guinea pig,autoconfirmed;sysop,,
627008,Skyhook (structure),autoconfirmed;autoconfirmed,,
6271,Chemical reaction,autoconfirmed;sysop,,
6273895,Sir John Mellor; 2nd Baronet,autoconfirmed;autoconfirmed,,
628454,Israel Shamir,autoconfirmed;autoconfirmed,,
629784,Laz language,autoconfirmed;autoconfirmed,,
6299,Chupacabra,autoconfirmed;autoconfirmed,,
630463,WWE World Heavyweight Championship,autoconfirmed,,
6306981,Sarah Monahan,autoconfirmed;autoconfirmed,,
63123,Bon Jovi,autoconfirmed,,
63132,Jon Bon Jovi,autoconfirmed;autoconfirmed,,
632590,Balaklava,autoconfirmed;autoconfirmed,,
6326288,Chris Dore,autoconfirmed;autoconfirmed,,
63325,Dionysus,autoconfirmed;autoconfirmed,,
63394,Bacon,autoconfirmed;autoconfirmed,,
63401,Stephen Fry,autoconfirmed;autoconfirmed,,
6341469,Pedophilia,autoconfirmed;sysop,,
63416,Paris (mythology),autoconfirmed;autoconfirmed,,
635041,Anderson Cooper,autoconfirmed;sysop,,
636257,Ainsley Harriott,autoconfirmed,,
636344,Gordon Ramsay,autoconfirmed;sysop,,
637292,Larry Silverstein,autoconfirmed;autoconfirmed,,
63747,Muhammad Ali,autoconfirmed;sysop,,
6378164,AgustaWestland AW139,autoconfirmed;autoconfirmed,,
63971,Maserati,autoconfirmed,,
6401155,The Trumpet of the Swan (film),autoconfirmed;autoconfirmed,,
641287,Thomas Brodie-Sangster,autoconfirmed;autoconfirmed,,
6417089,Steven L. Herman,autoconfirmed;autoconfirmed,,
641959,Andy Dick,autoconfirmed;autoconfirmed,,
642105,Timeshare,autoconfirmed;autoconfirmed,,
64235,Pit bull,autoconfirmed;autoconfirmed,,
642439,MIAT Mongolian Airlines,autoconfirmed;autoconfirmed,,
64252,Cadillac,autoconfirmed,,
6434208,DZKB-TV,autoconfirmed;autoconfirmed,,
6439718,FernGully 2: The Magical Rescue,autoconfirmed;autoconfirmed,,
644469,Porno,autoconfirmed;autoconfirmed,,
644622,Kenny G,autoconfirmed;autoconfirmed,,
645042,New York City,autoconfirmed;sysop,,
645687,Beyond (band),autoconfirmed,,
64646,Toronto,autoconfirmed;sysop,,
6465554,Blood-Horse magazine List of the Top 100 U.S. Racehorses of the 20th Century,autoconfirmed;autoconfirmed,,
647561,World's funniest joke,autoconfirmed;autoconfirmed,,
6477334,Sir Wilfrid Laurier Collegiate Institute,autoconfirmed,,
6479315,Shakira,autoconfirmed,,
648216,Sholay,autoconfirmed;autoconfirmed,,
6484353,Monique D. Davis,autoconfirmed;autoconfirmed,,
648781,Treasure Planet,autoconfirmed;autoconfirmed,,
6488475,List of Rugrats characters,autoconfirmed;autoconfirmed,,
64985,Baloch people,autoconfirmed;autoconfirmed,,
649861,Muhammad ibn Musa al-Khwarizmi,autoconfirmed;sysop,,
6501490,Half-Life (series),autoconfirmed,,
650360,Olympic sports,autoconfirmed;autoconfirmed,,
6504142,Kim Heechul,autoconfirmed;autoconfirmed,,
650906,History of cricket,autoconfirmed;autoconfirmed,,
6509278,Trump,autoconfirmed,,
651006,Lloyd Banks,autoconfirmed;autoconfirmed,,
651116,Goggles,autoconfirmed;autoconfirmed,,
651268,Lamar Odom,autoconfirmed;autoconfirmed,,
6512914,Asshole (disambiguation),autoconfirmed,,
652127,Mexicans,autoconfirmed;autoconfirmed,,
65220,Nagorno-Karabakh,autoconfirmed;sysop,,
652402,Dave Bautista,autoconfirmed;sysop,,
652423,Snake in the Eagle's Shadow,autoconfirmed,,
6526584,Steve Evans (footballer; born 1962),autoconfirmed;autoconfirmed,,
6528412,Richard Marsland,autoconfirmed;autoconfirmed,,
653019,List of unaccredited institutions of higher education,autoconfirmed;sysop,,
653297,Scrub,autoconfirmed;autoconfirmed,,
65426,Black supremacy,autoconfirmed;autoconfirmed,,
6546,Celts,autoconfirmed;autoconfirmed,,
6548,Claude Monet,autoconfirmed;autoconfirmed,,
655,Abacus,autoconfirmed,,
6550914,Dosanjh,autoconfirmed;autoconfirmed,,
65538,James Meredith,autoconfirmed,,
655845,Battle of Athens (1946),autoconfirmed;autoconfirmed,,
656,Acid,autoconfirmed;autoconfirmed,,
65621,Peter III of Aragon,autoconfirmed;autoconfirmed,,
656593,Jensen Ackles,autoconfirmed;autoconfirmed,,
6566965,List of people with heterochromia,autoconfirmed;autoconfirmed,,
656933,2014 FIFA World Cup,autoconfirmed;autoconfirmed,,
6572122,Huw Jenkins,autoconfirmed;autoconfirmed,,
657267,Reggie Fils-Aimé,autoconfirmed;autoconfirmed,,
657363,List of serial killers by country,autoconfirmed;autoconfirmed,,
65755,Yeti,autoconfirmed,,
65811,Thebes; Egypt,autoconfirmed;autoconfirmed,,
6595650,Mark Weisbrot,autoconfirmed;autoconfirmed,,
6596541,List of deaths in rock and roll,autoconfirmed;autoconfirmed,,
6598,Camel,autoconfirmed;sysop,,
659939,Square,autoconfirmed;autoconfirmed,,
6604050,Van Epperson,autoconfirmed;sysop,,
6605570,List of individual K-pop artists,autoconfirmed;autoconfirmed,,
660592,Old Trafford,autoconfirmed,,
6605995,S. Sreesanth,autoconfirmed;autoconfirmed,,
66164,Ronaldo,autoconfirmed;autoconfirmed,,
662,Apollo 11,autoconfirmed;sysop,,
6622547,List of million-plus urban agglomerations in India,autoconfirmed;autoconfirmed,,
66230,Peshawar,autoconfirmed;autoconfirmed,,
663540,Prem Rawat,autoconfirmed;autoconfirmed,,
66365,Kitten,autoconfirmed;autoconfirmed,,
664,Astronaut,autoconfirmed;autoconfirmed,,
66402,Brown v. Board of Education,autoconfirmed;sysop,,
664765,Amblin Entertainment,autoconfirmed;autoconfirmed,,
66540,Ancient Greece,autoconfirmed;autoconfirmed,,
665823,Randy Orton,autoconfirmed;autoconfirmed,,
66662,Battle of Stamford Bridge,autoconfirmed;autoconfirmed,,
6667920,Kevin Hart,autoconfirmed,,
666901,Rind et al. controversy,autoconfirmed;autoconfirmed,,
667179,Typing,autoconfirmed;autoconfirmed,,
66723,Respiratory system,autoconfirmed,,
667601,List of Harry Potter characters,autoconfirmed;autoconfirmed,,
6678,Cat,autoconfirmed;sysop,,
66786,Hanging Gardens of Babylon,autoconfirmed;autoconfirmed,,
6689053,Dublin Jerome High School,autoconfirmed;autoconfirmed,,
6690,Coca-Cola,autoconfirmed;sysop,,
669058,Holocaust (disambiguation),autoconfirmed,,
66935,Queer,autoconfirmed;autoconfirmed,,
66936,LGBT,autoconfirmed;autoconfirmed,,
66988,Aksai Chin,autoconfirmed;autoconfirmed,,
670318,Bill Bellamy,autoconfirmed;autoconfirmed,,
6704421,All Time Low,autoconfirmed,,
6710844,Hello,autoconfirmed;autoconfirmed,,
67119,National Front (France),autoconfirmed;autoconfirmed,,
67129,Carlos Castaneda,autoconfirmed;autoconfirmed,,
67147,Neuro-linguistic programming,autoconfirmed;autoconfirmed,,
67158,Red blood cell,autoconfirmed;autoconfirmed,,
67173,World Trade Center site,autoconfirmed;autoconfirmed,,
671747,Norwegians,autoconfirmed;autoconfirmed,,
67193,Testicle,autoconfirmed;sysop,,
67211,Electron configuration,autoconfirmed;autoconfirmed,,
6722431,Kutrigurs,autoconfirmed;autoconfirmed,,
6723276,Ciara discography,autoconfirmed;autoconfirmed,,
672766,Bangladesh Liberation War,sysop;sysop,,
6729047,Sindhudesh,autoconfirmed;autoconfirmed,,
6732537,Falcarragh,autoconfirmed,,
6736418,Phil Hall (US writer),autoconfirmed;sysop,,
67404,Steven Seagal,autoconfirmed;autoconfirmed,,
67425,Battles of Saratoga,autoconfirmed;autoconfirmed,,
6742817,Aaron Rogers,autoconfirmed,,
6749,Cheerleading,autoconfirmed;autoconfirmed,,
67516,Fourth International,autoconfirmed;sysop,,
675561,Lewis Hamilton,autoconfirmed;sysop,,
675652,Rajput,autoconfirmed;sysop,,
675935,Matilda (1996 film),autoconfirmed,,
6779315,Suhas Gopinath,autoconfirmed;autoconfirmed,,
67794,Federal-Aid Highway Act of 1973,autoconfirmed,,
679770,Bulgaria national football team,autoconfirmed,,
6797932,St. Vincent–St. Mary High School,autoconfirmed;autoconfirmed,,
680006,The Jungle Book (1967 film),autoconfirmed;autoconfirmed,,
6805542,Gay Witch Hunt,autoconfirmed;autoconfirmed,,
680591,Footjob,autoconfirmed,,
681278,List of honorary British knights and dames,autoconfirmed;autoconfirmed,,
681316,Racial hygiene,autoconfirmed,,
68187,FC Barcelona,autoconfirmed;sysop,,
68198,Tottenham Hotspur F.C.,autoconfirmed;sysop,,
682376,Saab Automobile,autoconfirmed,,
682482,Human,autoconfirmed;sysop,,
68253,List of sovereign states,autoconfirmed;sysop,,
6827035,Hellion (band),autoconfirmed;autoconfirmed,,
682708,Bum,autoconfirmed;sysop,,
68286,Viet Cong,autoconfirmed;autoconfirmed,,
683122,Bambi,autoconfirmed;sysop,,
683150,Drake Bell,autoconfirmed;sysop,,
68319,Cesar Chavez,autoconfirmed,,
68378,Jamie Lee Curtis,autoconfirmed;sysop,,
6839462,List of investment banks,autoconfirmed;autoconfirmed,,
6839604,Stephanie Johnson,autoconfirmed;sysop,,
6840056,Veera Ballala II,autoconfirmed;autoconfirmed,,
6841883,KHMP-LD,autoconfirmed;autoconfirmed,,
684397,The Ultimate Warrior,autoconfirmed;sysop,,
6844407,Selena Gomez,autoconfirmed;sysop,,
6844905,The Fox and the Hound (novel),autoconfirmed;autoconfirmed,,
6845315,Amauri,autoconfirmed;autoconfirmed,,
68493,Roe v. Wade,autoconfirmed;sysop,,
6853044,Wes Mannion,autoconfirmed;autoconfirmed,,
6855106,Accolade Wines,autoconfirmed;autoconfirmed,,
686066,New Jack City,autoconfirmed,,
6860726,Jack the Ripper,autoconfirmed;sysop,,
6867958,Vanniyar,extendedconfirmed,,
